UserId; SessionType; dt in ms; worldToCameraMatrix; projectionMatrix; EyeOrigin.x; EyeOrigin.y; EyeOrigin.z; EyeDir.x; EyeDir.y; EyeDir.z; Distance to target; EyeHitPos.x; EyeHitPos.y; EyeHitPos.z; EyeHitNormal.x; EyeHitNormal.y; EyeHitNormal.z; RightWristPosition.x; RightWristPosition.y; RightWristPosition.z; RightWristUp.x; RightWristUp.y; RightWristUp.z; RightWristRight.x; RightWristRight.y; RightWristRight.z; RightWristRotation.x; RightWristRotation.y; RightWristRotation.z; RightWristRotation.w; LeftWristPosition.x; LeftWristPosition.y; LeftWristPosition.z; LeftWristUp.x; LeftWristUp.y; LeftWristUp.z; LeftWristRight.x; LeftWristRight.y; LeftWristRight.z; LeftWristRotation.x; LeftWristRotation.y; LeftWristRotation.z; LeftWristRotation.w; RightIndexTipPosition.x; RightIndexTipPosition.y; RightIndexTipPosition.z; RightIndexTipUp.x; RightIndexTipUp.y; RightIndexTipUp.z; RightIndexTipRight.x; RightIndexTipRight.y; RightIndexTipRight.z; RightIndexTipRotation.x; RightIndexTipRotation.y; RightIndexTipRotation.z; RightIndexTipRotation.w; LeftIndexTipPosition.x; LeftIndexTipPosition.y; LeftIndexTipPosition.z; LeftIndexTipUp.x; LeftIndexTipUp.y; LeftIndexTipUp.z; LeftIndexTipRight.x; LeftIndexTipRight.y; LeftIndexTipRight.z; LeftIndexTipRotation.x; LeftIndexTipRotation.y; LeftIndexTipRotation.z; LeftIndexTipRotation.w; HeadOrigin.x; HeadOrigin.y; HeadOrigin.z; HeadDirForward.x; HeadDirForward.y; HeadDirForward.z; HeadDirRight.x; HeadDirRight.y; HeadDirRight.z; HeadMovementDirection.x; HeadMovementDirection.y; HeadMovementDirection.z; HeadVelocity.x; HeadVelocity.y; HeadVelocity.z; 1. object detection class label; 1. object detection bbox ccords; 1. object detection class prob; 2. object detection class label; 2. object detection bbox ccords; 2. object detection class prob; 3. object detection class label; 3. object detection bbox ccords; 3. object detection class prob; 4. object detection class label; 4. object detection bbox ccords; 4. object detection class prob; 1. segmentation class label; 1. segmentation bbox ccords; 1. segmentation class prob; 1. segmentation result image mask part 1; 1. segmentation result image mask part 2; 2. segmentation class label; 2. segmentation bbox ccords; 2. segmentation class prob; 2. segmentation result image mask part 1; 2. segmentation result image mask part 2; 3. segmentation class label; 3. segmentation bbox ccords; 3. segmentation class prob; 3. segmentation result image mask part 1; 3. segmentation result image mask part 2; 4. segmentation class label; 4. segmentation bbox ccords; 4. segmentation class prob; 4. segmentation result image mask part 1; 4. segmentation result image mask part 2
Which user has HoloLens; f.e. which intention is tracked; duration of sampling; The world to camera matrix camera here is the hololens on your head; The corresponding projection matrix of HoloLens2; 1st dimension value of 3 dimensional value named EyeOrigin; 2nd dimension value of 3 dimensional value named EyeOrigin; 3th dimension value of 3 dimensional value named EyeOrigin; 1st dimension value of 3 dimensional value named EyeDir; 2nd dimension value of 3 dimensional value named EyeDir; 3th dimension value of 3 dimensional value named EyeDir; 1 dimensional value Distance to target Distance to closest hit; 1st dimension value of 3 dimensional value named EyeHitPos; 2nd dimension value of 3 dimensional value named EyeHitPos; 3th dimension value of 3 dimensional value named EyeHitPos; 1st dimension value of 3 dimensional value named EyeHitNormal; 2nd dimension value of 3 dimensional value named EyeHitNormal; 3th dimension value of 3 dimensional value named EyeHitNormal; 1st dimension value of 3 dimensional value named RightWristPosition; 2nd dimension value of 3 dimensional value named RightWristPosition; 3th dimension value of 3 dimensional value named RightWristPosition; 1st dimension value of 3 dimensional value named RightWristUp; 2nd dimension value of 3 dimensional value named RightWristUp; 3th dimension value of 3 dimensional value named RightWristUp; 1st dimension value of 3 dimensional value named RightWristRight; 2nd dimension value of 3 dimensional value named RightWristRight; 3th dimension value of 3 dimensional value named RightWristRight; 1st dimension value of 4 dimensional value named RightWristRotation; 2nd dimension value of 4 dimensional value named RightWristRotation; 3th dimension value of 4 dimensional value named RightWristRotation; 4th dimension value of 4 dimensional value named RightWristRotation; 1st dimension value of 3 dimensional value named LeftWristPosition; 2nd dimension value of 3 dimensional value named LeftWristPosition; 3th dimension value of 3 dimensional value named LeftWristPosition; 1st dimension value of 3 dimensional value named LeftWristUp; 2nd dimension value of 3 dimensional value named LeftWristUp; 3th dimension value of 3 dimensional value named LeftWristUp; 1st dimension value of 3 dimensional value named LeftWristRight; 2nd dimension value of 3 dimensional value named LeftWristRight; 3th dimension value of 3 dimensional value named LeftWristRight; 1st dimension value of 4 dimensional value named LeftWristRotation; 2nd dimension value of 4 dimensional value named LeftWristRotation; 3th dimension value of 4 dimensional value named LeftWristRotation; 4th dimension value of 4 dimensional value named LeftWristRotation; 1st dimension value of 3 dimensional value named RightIndexTipPosition; 2nd dimension value of 3 dimensional value named RightIndexTipPosition; 3th dimension value of 3 dimensional value named RightIndexTipPosition; 1st dimension value of 3 dimensional value named RightIndexTipUp; 2nd dimension value of 3 dimensional value named RightIndexTipUp; 3th dimension value of 3 dimensional value named RightIndexTipUp; 1st dimension value of 3 dimensional value named RightIndexTipRight; 2nd dimension value of 3 dimensional value named RightIndexTipRight; 3th dimension value of 3 dimensional value named RightIndexTipRight; 1st dimension value of 4 dimensional value named RightIndexTipRotation; 2nd dimension value of 4 dimensional value named RightIndexTipRotation; 3th dimension value of 4 dimensional value named RightIndexTipRotation; 4th dimension value of 4 dimensional value named RightIndexTipRotation; 1st dimension value of 3 dimensional value named LeftIndexTipPosition; 2nd dimension value of 3 dimensional value named LeftIndexTipPosition; 3th dimension value of 3 dimensional value named LeftIndexTipPosition; 1st dimension value of 3 dimensional value named LeftIndexTipUp; 2nd dimension value of 3 dimensional value named LeftIndexTipUp; 3th dimension value of 3 dimensional value named LeftIndexTipUp; 1st dimension value of 3 dimensional value named LeftIndexTipRight; 2nd dimension value of 3 dimensional value named LeftIndexTipRight; 3th dimension value of 3 dimensional value named LeftIndexTipRight; 1st dimension value of 4 dimensional value named LeftIndexTipRotation; 2nd dimension value of 4 dimensional value named LeftIndexTipRotation; 3th dimension value of 4 dimensional value named LeftIndexTipRotation; 4th dimension value of 4 dimensional value named LeftIndexTipRotation; 1st dimension value of 3 dimensional value named HeadOrigin; 2nd dimension value of 3 dimensional value named HeadOrigin; 3th dimension value of 3 dimensional value named HeadOrigin; 1st dimension value of 3 dimensional value named HeadDirForward; 2nd dimension value of 3 dimensional value named HeadDirForward; 3th dimension value of 3 dimensional value named HeadDirForward; 1st dimension value of 3 dimensional value named HeadDirRight; 2nd dimension value of 3 dimensional value named HeadDirRight; 3th dimension value of 3 dimensional value named HeadDirRight; 1st dimension value of 3 dimensional value named HeadMovementDirection; 2nd dimension value of 3 dimensional value named HeadMovementDirection; 3th dimension value of 3 dimensional value named HeadMovementDirection; 1st dimension value of 3 dimensional value named HeadVelocity; 2nd dimension value of 3 dimensional value named HeadVelocity; 3th dimension value of 3 dimensional value named HeadVelocity; one class label from the corresponding data set; each bbox ccord is in range [0,640] layout of string is as follows: top, left, bottom, right; class prob is between 0 and 1; one class label from the corresponding data set; each bbox ccord is in range [0,640] layout of string is as follows: top, left, bottom, right; class prob is between 0 and 1; one class label from the corresponding data set; each bbox ccord is in range [0,640] layout of string is as follows: top, left, bottom, right; class prob is between 0 and 1; one class label from the corresponding data set; each bbox ccord is in range [0,640] layout of string is as follows: top, left, bottom, right; class prob is between 0 and 1; one class label from the corresponding data set; each bbox ccord is in range [0,640] layout of string is as follows: top, left, bottom, right; class prob is between 0 and 1; content is the byte[] image mask size 160x160 in base64 code only first part; 2nd part of the image mask; one class label from the corresponding data set; each bbox ccord is in range [0,640] layout of string is as follows: top, left, bottom, right; class prob is between 0 and 1; content is the byte[] image mask size 160x160 in base64 code only first part; 2nd part of the image mask; one class label from the corresponding data set; each bbox ccord is in range [0,640] layout of string is as follows: top, left, bottom, right; class prob is between 0 and 1; content is the byte[] image mask size 160x160 in base64 code only first part; 2nd part of the image mask; one class label from the corresponding data set; each bbox ccord is in range [0,640] layout of string is as follows: top, left, bottom, right; class prob is between 0 and 1; content is the byte[] image mask size 160x160 in base64 code only first part; 2nd part of the image mask
Jonas; NoIntention; 17,4937; 0.98971	-0.05232	0.13319	-0.02068 0.09378	0.94015	-0.32760	-0.12759 0.10808	-0.33672	-0.93538	-0.15679 0.00000	0.00000	0.00000	1.00000 ; 2.57024	0.00000	0.00000	0.00000 0.00000	3.95422	0.00000	0.00000 0.00000	0.00000	-1.00401	-0.20040 0.00000	0.00000	-1.00000	0.00000 ; 0,04200906; 0,06822294; -0,1801003; -0,1729951; 0,1214286; 0,9774087; 0,4689873; -0,03912344; 0,1251714; 0,278292; 0; 0; -1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,04412943; 0,1277972; 0,3215344; 0,05224535; 0,976653; 0,2083729; 0,9867116; -0,01833884; -0,1614433; -0,1065664; -0,07954318; 0,01780704; -0,9909588; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,087302; 0,01910399; 0,2367608; -0,4365602; 0,3703455; -0,8199143; 0,8951755; 0,08777541; -0,4369856; 0,5373515; -0,1622703; -0,161495; -0,8116903; 0,04937446; 0,0660776; -0,1857021; -0,1080751; 0,3367232; 0,9353808; 0,9897094; -0,05231606; 0,1331854; 0,2071477; 0,3445821; -0,9156134; 0; 0; 0; ;;;;;;;;;;;
Jonas; NoIntention; 22,0023; 0.98993	-0.05404	0.13088	-0.02199 0.09481	0.93948	-0.32923	-0.12780 0.10516	-0.33833	-0.93513	-0.15650 0.00000	0.00000	0.00000	1.00000 ; 2.57024	0.00000	0.00000	0.00000 0.00000	3.95422	0.00000	0.00000 0.00000	0.00000	-1.00401	-0.20040 0.00000	0.00000	-1.00000	0.00000 ; 0,04227444; 0,06824899; -0,1799723; -0,1728491; 0,1218907; 0,9773771; 0,4688715; -0,03876957; 0,1254001; 0,278292; 0; 0; -1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,04659051; 0,130001; 0,3225516; 0,0524962; 0,9797729; 0,193104; 0,9887478; -0,02387169; -0,1476752; -0,09870836; -0,07249767; 0,0192404; -0,9922856; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,0893688; 0,02049432; 0,2370962; -0,4187707; 0,3805285; -0,8245175; 0,9033947; 0,08234233; -0,4208299; 0,5349337; -0,157229; -0,1535634; -0,8158084; 0,05034208; 0,06593063; -0,1855521; -0,1051649; 0,3383255; 0,9351343; 0,989925; -0,05403546; 0,1308763; 0,2077441; 0,3447346; -0,9154209; 0; 0; 0; ;;;;;;;;;;;
Jonas; NoIntention; 19,999; 0.99000	-0.05778	0.12871	-0.02322 0.09768	0.93897	-0.32985	-0.12806 0.10180	-0.33912	-0.93522	-0.15621 0.00000	0.00000	0.00000	1.00000 ; 2.57024	0.00000	0.00000	0.00000 0.00000	3.95422	0.00000	0.00000 0.00000	0.00000	-1.00401	-0.20040 0.00000	0.00000	-1.00000	0.00000 ; 0,04257284; 0,06827445; -0,1798409; -0,1726022; 0,1223768; 0,97736; 0,4687454; -0,03833364; 0,125638; 0,278292; 0; 0; -1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,04674342; 0,1342587; 0,3175719; 0,04869027; 0,9876106; 0,1491797; 0,9855799; -0,02327359; -0,1676026; -0,07659464; -0,08295838; 0,01810976; -0,99344; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,09045846; 0,02138908; 0,2363964; -0,4336481; 0,3569173; -0,8273809; 0,8963242; 0,07662371; -0,4367285; 0,5445791; -0,1638992; -0,1580347; -0,8072146; 0,05140259; 0,06593182; -0,1853428; -0,1018004; 0,3391207; 0,9352186; 0,9899974; -0,05777539; 0,1287131; 0,2084225; 0,3448945; -0,9152067; 0; 0; 0; ;;;;;;;;;;;
Jonas; NoIntention; 19,4976; 0.98982	-0.07002	0.12390	-0.02577 0.10784	0.93712	-0.33192	-0.12931 0.09287	-0.34191	-0.93513	-0.15525 0.00000	0.00000	0.00000	1.00000 ; 2.57024	0.00000	0.00000	0.00000 0.00000	3.95422	0.00000	0.00000 0.00000	0.00000	-1.00401	-0.20040 0.00000	0.00000	-1.00000	0.00000 ; 0,04295672; 0,06831501; -0,1796977; -0,1722494; 0,1229952; 0,9773445; 0,4686062; -0,03776042; 0,1259513; 0,278292; 0; 0; -1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,04821482; 0,140616; 0,3104249; 0,0404461; 0,9949771; 0,09156848; 0,984234; -0,02388085; -0,1752516; -0,04743634; -0,08730252; 0,01616384; -0,9949204; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,09185597; 0,02366039; 0,2349984; -0,4414536; 0,3144878; -0,8403667; 0,8928669; 0,06114599; -0,4461501; 0,5636023; -0,168695; -0,1584568; -0,7929602; 0,05387266; 0,06629369; -0,184903; -0,0928729; 0,3419072; 0,9351332; 0,9898208; -0,07001803; 0,1239045; 0,2091891; 0,3450598; -0,9149697; 0; 0; 0; ;;;;;;;;;;;
Jonas; NoIntention; 22,0035; 0.98947	-0.08073	0.12012	-0.02709 0.11685	0.93531	-0.33398	-0.12959 0.08539	-0.34450	-0.93490	-0.15396 0.00000	0.00000	0.00000	1.00000 ; 2.57024	0.00000	0.00000	0.00000 0.00000	3.95422	0.00000	0.00000 0.00000	0.00000	-1.00401	-0.20040 0.00000	0.00000	-1.00000	0.00000 ; 0,04337137; 0,06833751; -0,1795208; -0,1716668; 0,123729; 0,9773544; 0,4684205; -0,03704086; 0,1262947; 0,278292; 0; 0; -1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,04880833; 0,1507091; 0,2862399; 0,008263206; 0,9990864; -0,04192988; 0,9759883; -0,01718531; -0,217144; 0,02039171; -0,109384; 0,006402016; -0,9937698; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,09191363; 0,02477518; 0,227254; -0,488753; 0,1982498; -0,8495984; 0,8695314; 0,03148499; -0,4928731; 0,6089969; -0,1877136; -0,173199; -0,7509251; 0,05509737; 0,06598103; -0,1839637; -0,08538508; 0,3444974; 0,9348962; 0,9894723; -0,08072639; 0,1201162; 0,2100782; 0,3452353; -0,9146999; 0; 0; 0; ;;;;;;;;;;;
Jonas; NoIntention; 30,9977; 0.98923	-0.09138	0.11434	-0.02762 0.12471	0.93512	-0.33167	-0.12883 0.07661	-0.34235	-0.93644	-0.15394 0.00000	0.00000	0.00000	1.00000 ; 2.57024	0.00000	0.00000	0.00000 0.00000	3.95422	0.00000	0.00000 0.00000	0.00000	-1.00401	-0.20040 0.00000	0.00000	-1.00000	0.00000 ; 0,04375127; 0,06833689; -0,1793454; -0,1710492; 0,1243389; 0,9773853; 0,4682262; -0,03633843; 0,1265556; 0,278292; 0; 0; -1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,05228772; 0,1570326; 0,2501087; -0,0404231; 0,9837366; -0,1750095; 0,967559; -0,005178493; -0,252592; 0,08973375; -0,1270469; -0,008920072; -0,9877892; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,09167341; 0,02329833; 0,2101434; -0,5292263; 0,05748475; -0,8465313; 0,8478779; -0,001773179; -0,5301886; 0,6600363; -0,2011251; -0,1887054; -0,6987784; 0,05518367; 0,06524768; -0,1837266; -0,07661332; 0,3423546; 0,9364421; 0,9892305; -0,09137678; 0,1143386; 0,2110954; 0,345416; -0,9143976; 0; 0; 0; ;;;;;;;;;;;
Jonas; NoIntention; 45,5019; 0.98902	-0.10423	0.10476	-0.02951 0.13300	0.93681	-0.32356	-0.12771 0.06442	-0.33394	-0.94039	-0.15435 0.00000	0.00000	0.00000	1.00000 ; 2.57024	0.00000	0.00000	0.00000 0.00000	3.95422	0.00000	0.00000 0.00000	0.00000	-1.00401	-0.20040 0.00000	0.00000	-1.00000	0.00000 ; 0,04411491; 0,06832808; -0,1791658; -0,1705998; 0,1244503; 0,9774497; 0,4680116; -0,03572776; 0,1265723; 0,278292; 0; 0; -1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,05441572; 0,1531065; 0,1888953; -0,1170012; 0,9506141; -0,287478; 0,9235145; -0,002326686; -0,3835566; 0,1543265; -0,1933042; -0,02960186; -0,9684734; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,09092814; 0,01544453; 0,175286; -0,6550839; -0,1060239; -0,7480805; 0,7552835; -0,06529433; -0,6521376; 0,7043009; -0,2557068; -0,2386886; -0,6177396; 0,05611901; 0,06502396; -0,1833765; -0,06441639; 0,333944; 0,9403892; 0,9890205; -0,1042289; 0,1047606; 0,2122127; 0,3455922; -0,9140724; 0; 0; 0; ;;;;;;;;;;;
Jonas; NoIntention; 28,4991; 0.98876	-0.11413	0.09662	-0.03216 0.13916	0.93879	-0.31513	-0.12583 0.05474	-0.32503	-0.94412	-0.15432 0.00000	0.00000	0.00000	1.00000 ; 2.57024	0.00000	0.00000	0.00000 0.00000	3.95422	0.00000	0.00000 0.00000	0.00000	-1.00401	-0.20040 0.00000	0.00000	-1.00000	0.00000 ; 0,04453292; 0,06828842; -0,1789459; -0,1698458; 0,1242208; 0,9776101; 0,4677099; -0,03490563; 0,1263877; 0,278292; 0; 0; -1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,05342301; 0,1485451; 0,1594606; -0,1468243; 0,9429303; -0,2988729; 0,889797; -0,006083854; -0,4563159; 0,1648813; -0,2318458; -0,0367287; -0,9579732; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,08844304; 0,01180576; 0,157075; -0,7170104; -0,1735243; -0,6751188; 0,6952904; -0,109021; -0,7104124; 0,7189634; -0,28723; -0,2642986; -0,5750972; 0,05775338; 0,06430089; -0,1822437; -0,05474394; 0,3250307; 0,9441177; 0,9887561; -0,1141286; 0,09662322; 0,2134127; 0,3457616; -0,913729; 0; 0; 0; ;;;;;;;;;;;
Jonas; NoIntention; 30,5001; 0.98837	-0.12332	0.08901	-0.03411 0.14469	0.94278	-0.30039	-0.12268 0.04687	-0.30978	-0.94965	-0.15529 0.00000	0.00000	0.00000	1.00000 ; 2.57024	0.00000	0.00000	0.00000 0.00000	3.95422	0.00000	0.00000 0.00000	0.00000	-1.00401	-0.20040 0.00000	0.00000	-1.00000	0.00000 ; 0,0449874; 0,06820599; -0,1786937; -0,1694454; 0,1234224; 0,9777807; 0,4673703; -0,03420636; 0,12589; 0,278292; 0; 0; -1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,04937439; 0,1308025; 0,1291528; -0,1371725; 0,9530744; -0,2698758; 0,8502719; -0,02647612; -0,5256774; 0,1503803; -0,2720579; -0,02913027; -0,9500115; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,08436085; -7,734081E-05; 0,1382199; -0,7737008; -0,2575555; -0,5788361; 0,6279683; -0,1907385; -0,7545027; 0,7407488; -0,3254947; -0,2829647; -0,5150486; 0,05873772; 0,06334949; -0,1812834; -0,04687481; 0,3097752; 0,9496537; 0,9883664; -0,1233229; 0,08901334; 0,2147197; 0,3459156; -0,9133646; 0; 0; 0; ;;;;;;;;;;;
Jonas; NoIntention; 27,4998; 0.98785	-0.13283	0.08070	-0.03621 0.15058	0.94650	-0.28540	-0.11914 0.03847	-0.29408	-0.95500	-0.15585 0.00000	0.00000	0.00000	1.00000 ; 2.57024	0.00000	0.00000	0.00000 0.00000	3.95422	0.00000	0.00000 0.00000	0.00000	-1.00401	-0.20040 0.00000	0.00000	-1.00000	0.00000 ; 0,04550554; 0,06806362; -0,1783904; -0,1693337; 0,122141; 0,9779609; 0,4669741; -0,03356891; 0,1251003; 0,278292; 0; 0; -1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,04565794; 0,1180239; 0,1110525; -0,1188924; 0,9644022; -0,2362053; 0,836046; -0,03109538; -0,5477774; 0,1313927; -0,2853807; -0,02312679; -0,9490831; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; -0,08194213; -0,009825815; 0,1220012; -0,7945012; -0,2692329; -0,5443181; 0,6012223; -0,2226301; -0,7674423; 0,7431695; -0,3421599; -0,2869067; -0,4983076; 0,05970279; 0,062127; -0,1799172; -0,03846993; 0,2940846; 0,9550049; 0,9878489; -0,1328261; 0,08069551; 0,216146; 0,3460401; -0,9129812; 0; 0; 0; ;;;;;;;;;;;
